gap_log2,gap_hex,gap_decimal_approx,cc,bits,root1_hex,root2_hex
50,0x4a9498d7cc1c4,1312033278312900,10,90,0x250c1974ac1fa2de84e062d,0x250c1974ac6a37775cac7f1
50,0x4afa359bfb5ac,1319016027108780,10,88,0xb89fff812f25f767e019d1,0xb89fff8133d59ac19fcf7d
50,0x4bab61333742a,1331191075796010,12,76,0xf41f2194d151c0c5211,0xf41f21e07cb2f3fc63b
50,0x4bec7b46a5b0a,1335664841480970,11,90,0x360acfb5fefceec86571153,0x360acfb5ff48db43ac16c5d
50,0x4d06b7c4e97e4,1355059972446180,10,89,0x1c1bd84d5647c16f3fcf375,0x1c1bd84d5694c82704b8b59
50,0x4d46ce29d7f06,1359464030371590,10,88,0xc8278b83a945e38fd773bb,0xc8278b83ae1a507274f2c1
50,0x4db580fbb4008,1367071174377480,10,88,0xbb16da9fcb576c25340ebb,0xbb16da9fd032c434ef4ec3
50,0x4e29653d6367c,1375035186361980,10,88,0x8765a0744b0065d0121df1,0x8765a0744fe2fc23e8546d
50,0x4e502e0e0ee72,1377700432375410,10,88,0xac4f881cbc020cdeb593c5,0xac4f881cc0e70fbf968237
50,0x4e76fef92331c,1380367853564700,10,89,0x1b78b8889689c39524fc46d,0x1b78b88896d83a941e1f789
50,0x4e9002901cbd0,1382086804098000,10,88,0x93b22fcf65fb97bc2cc5b7,0x93b22fcf6ae497e52e9187
50,0x4ec07d5ce24e4,1385418302825700,10,91,0x684f5b0a29acf3678beada5,0x684f5b0a29fbb3e4e8cd289
50,0x4ecb0eaf09a60,1386144506878560,10,91,0x574fc4696750885b069360d,0x574fc469679f5369b59d06d
50,0x4f428202cebe2,1394353082526690,10,90,0x2cec54e13d32bf67913cde3,0x2cec54e13d8201e9940b9c5
50,0x4f79ea86cf2a8,1398160709448360,10,90,0x395a892d06148fea3bdbced,0x395a892d066409d4c2aaf95
50,0x4f8cafa7bd30c,1399450576343820,10,88,0xf2a50b97889a3f4ed889fb,0xf2a50b978d930a49545d07
50,0x4ff7a2d24ee32,1406800115330610,10,90,0x2d89d9bc32bdb088b737909,0x2d89d9bc330da82b898673b
50,0x506ebd2c4ecc0,1414984806755520,10,91,0x6699ad356ae97914a41a0f3,0x6699ad356b39e7d1d068db3
50,0x51498e9fc9f22,1430021876784930,10,90,0x3866953b3836afc37b0aedd,0x3866953b3887f9521ad4dff
50,0x5163793558332,1431802834420530,10,88,0xb89f5d6dd18c6937db2581,0xb89f5d6dd6a2a0cb30a8b3
50,0x5173be0ed224e,1432920827699790,10,88,0xaec6321548898278a4b11f,0xaec632154da0be5991d36d
50,0x517917538ef96,1433288387915670,10,89,0x125323d6a9e4346f5178fa3,0x125323d6aa35ad86a507f39
50,0x51fbfdfb5c200,1442283835998720,10,90,0x3fc0a34e898d01f4676faf1,0x3fc0a34e89defdf262cbcf1
50,0x523d48c2b3b10,1446770675235600,10,90,0x2da575044a200623751f5fd,0x2da575044a72436c37d310d
50,0x5271b94597708,1450374290044680,10,89,0x1415b18dc3c7b0629d8bc3b,0x1415b18dc41a221be323343
50,0x52976407b5892,1452962748258450,10,89,0x1f5fa12fb8106e7ddd5191d,0x1f5fa12fb86305e1e5071af
50,0x52aa4d7f745f8,1454262369863160,10,90,0x2d5579f4f7713f910775255,0x2d5579f4f7c3e9de86e984d
50,0x52c76ca8f738a,1456263599715210,10,91,0x4f6fcd48f0e4416b7e088af,0x4f6fcd48f13708d826ffc39
50,0x52c968951aab2,1456399944100530,10,90,0x2a3ae33121dfcc673f1d9db,0x2a3ae331223295cfd43848d
50,0x5349776c87976,1465200021109110,10,89,0x19668b4388c9ec4288eb957,0x19668b43891d35b9f5732cd
50,0x538e40255edb6,1469926826438070,10,88,0x87641557d5657152078fa7,0x87641557da9e55545d7d5d
50,0x53ba0e6177f38,1472937124659000,10,89,0x13a519300ed1307e5f2b647,0x13a519300f24ea8cc0a357f
50,0x53d5db2c6a38e,1474847524168590,10,69,0x1004c982cde458b943,0x1004cec02b971f5cd1
50,0x53dadfb5decd8,1475192339426520,11,90,0x2657685aba1eb576f4f4165,0x2657685aba729056aad2e3d
50,0x53ffccc8e2340,1477729879728960,10,91,0x6d412b600f749f23c3c6ff3,0x6d412b600fc89ef08ca9333
50,0x540128e1a826e,1477823321244270,10,88,0xb8e92247f29ea82b572877,0xb8e92247f7debab971aae5
50,0x546b13c4e93e4,1485101918491620,10,90,0x3d17c7fbbd566e654b2e58f,0x3d17c7fbbdaad9791017973
50,0x54ba19149f9a2,1490532182915490,10,91,0x64a43f91f3349ceaaaa74d3,0x64a43f91f3895703bf46e75
50,0x55d50b0ef109c,1509976030777500,10,89,0x1f8406eb1fa2718f2754c01,0x1f8406eb1ff8469a3645c9d
50,0x5632cff889070,1516419800404080,10,90,0x2c4ed2c629203ca985fd4bb,0x2c4ed2c629766f797e8652b
50,0x5677a1020b380,1521148837802880,10,87,0x4ec62b37753adfe06c3827,0x4ec62b377aa259f08ceba7
50,0x572cf54187054,1533609678237780,10,90,0x3a2c1cbcdbf093a967e37db,0x3a2c1cbcdc47c09ea96a82f
50,0x5753ac1da17e2,1536270104401890,10,90,0x2cec597c1d4a78a64807eef,0x2cec597c1da1cc5265a96d1
50,0x577cdee8d0714,1539101237774100,10,91,0x7b44c07a2ccb724f0675bc3,0x7b44c07a2d22ef2def462d7
50,0x577d7866a5fa6,1539142440345510,10,90,0x32a7bcdbcc01019dbe27805,0x32a7bcdbcc587f1624cd7ab
50,0x579688617b232,1540864716812850,10,89,0x1bebfec2ced76c040c1df5f,0x1bebfec2cf2f028c6d99191
